wkt_geom,sid,objectid,c28992r100,inw2014,i2014_014,i2014_1524,i2014_2544,i2014_4564,i2014_65pl,p_auto2014,p_wal2014,p_nwal2014,won2012,wozwon2012,i2014_1564,Disable
"Polygon ((96800 437300.0000000074505806, 96900.0000000037252903 437300.0000000074505806, 96900.0000000037252903 437199.9999999962747097, 96800 437199.9999999962747097, 96800 437300.0000000074505806))",380591,380591,E0968N4372,160,0,85,75,0,0,minder dan 40%,25% tot 45%,25% tot 45%,-99998,-99998,160,0
"Polygon ((96900.0000000037252903 437300.0000000074505806, 97000.0000000037252903 437300.0000000074505806, 97000.0000000037252903 437199.9999999962747097, 96900.0000000037252903 437199.9999999962747097, 96900.0000000037252903 437300.0000000074505806))",380592,380592,E0969N4372,65,0,45,20,0,0,60% tot 75%,8% tot 15%,10% tot 25%,-99998,-99998,65,1
"Polygon ((97000.0000000037252903 437300.0000000074505806, 97100 437300.0000000074505806, 97100 437199.9999999962747097, 97000.0000000037252903 437199.9999999962747097, 97000.0000000037252903 437300.0000000074505806))",380593,380593,E0970N4372,5,0,0,0,0,0,geheim,geheim,geheim,0,-99997,0,1
"Polygon ((97300.0000000037252903 437300.0000000074505806, 97400.0000000037252903 437300.0000000074505806, 97400.0000000037252903 437199.9999999962747097, 97300.0000000037252903 437199.9999999962747097, 97300.0000000037252903 437300.0000000074505806))",380594,380594,E0973N4372,5,0,0,0,5,0,geheim,geheim,geheim,0,-99997,5,3
"Polygon ((97400.0000000037252903 437300.0000000074505806, 97500 437300.0000000074505806, 97500 437199.9999999962747097, 97400.0000000037252903 437199.9999999962747097, 97400.0000000037252903 437300.0000000074505806))",380595,380595,E0974N4372,45,15,5,5,15,5,40% tot 60%,25% tot 45%,10% tot 25%,15,535,25,36
"Polygon ((97500 437300.0000000074505806, 97600 437300.0000000074505806, 97600 437199.9999999962747097, 97500 437199.9999999962747097, 97500 437300.0000000074505806))",380596,380596,E0975N4372,55,15,10,10,25,0,75% tot 90%,minder dan 8%,minder dan 10%,20,407,45,0
"Polygon ((97600 437300.0000000074505806, 97700.0000000037252903 437300.0000000074505806, 97700.0000000037252903 437199.9999999962747097, 97600 437199.9999999962747097, 97600 437300.0000000074505806))",380597,380597,E0976N4372,50,15,5,10,15,5,60% tot 75%,8% tot 15%,10% tot 25%,20,325,30,30
"Polygon ((98200 437300.0000000074505806, 98300 437300.0000000074505806, 98300 437199.9999999962747097, 98200 437199.9999999962747097, 98200 437300.0000000074505806))",380598,380598,E0982N4372,15,0,0,0,10,5,geheim,geheim,geheim,5,278,10,4
"Polygon ((98300 437300.0000000074505806, 98400.0000000037252903 437300.0000000074505806, 98400.0000000037252903 437199.9999999962747097, 98300 437199.9999999962747097, 98300 437300.0000000074505806))",380599,380599,E0983N4372,130,10,30,20,55,10,60% tot 75%,8% tot 15%,25% tot 45%,45,227,105,0
"Polygon ((98400.0000000037252903 437300.0000000074505806, 98500.0000000074505806 437300.0000000074505806, 98500.0000000074505806 437199.9999999962747097, 98400.0000000037252903 437199.9999999962747097, 98400.0000000037252903 437300.0000000074505806))",380600,380600,E0984N4372,110,20,20,15,50,0,75% tot 90%,8% tot 15%,minder dan 10%,35,260,85,0
"Polygon ((98500.0000000074505806 437300.0000000074505806, 98600 437300.0000000074505806, 98600 437199.9999999962747097, 98500.0000000074505806 437199.9999999962747097, 98500.0000000074505806 437300.0000000074505806))",380601,380601,E0985N4372,75,15,15,10,35,5,75% tot 90%,15% tot 25%,minder dan 10%,30,286,60,0
"Polygon ((98600 437300.0000000074505806, 98700.0000000037252903 437300.0000000074505806, 98700.0000000037252903 437199.9999999962747097, 98600 437199.9999999962747097, 98600 437300.0000000074505806))",380602,380602,E0986N4372,70,20,10,10,30,0,60% tot 75%,minder dan 8%,25% tot 45%,20,370,50,1
"Polygon ((98700.0000000037252903 437300.0000000074505806, 98800.0000000037252903 437300.0000000074505806, 98800.0000000037252903 437199.9999999962747097, 98700.0000000037252903 437199.9999999962747097, 98700.0000000037252903 437300.0000000074505806))",380603,380603,E0987N4372,105,25,15,20,45,5,40% tot 60%,15% tot 25%,25% tot 45%,35,278,80,1
"Polygon ((98800.0000000037252903 437300.0000000074505806, 98900 437300.0000000074505806, 98900 437199.9999999962747097, 98800.0000000037252903 437199.9999999962747097, 98800.0000000037252903 437300.0000000074505806))",380604,380604,E0988N4372,90,20,20,25,25,5,75% tot 90%,8% tot 15%,10% tot 25%,25,239,70,0
"Polygon ((99000 437300.0000000074505806, 99100.0000000037252903 437300.0000000074505806, 99100.0000000037252903 437199.9999999962747097, 99000 437199.9999999962747097, 99000 437300.0000000074505806))",380605,380605,E0990N4372,95,20,15,30,20,10,40% tot 60%,8% tot 15%,25% tot 45%,35,-99997,65,1
"Polygon ((99100.0000000037252903 437300.0000000074505806, 99200.0000000037252903 437300.0000000074505806, 99200.0000000037252903 437199.9999999962747097, 99100.0000000037252903 437199.9999999962747097, 99100.0000000037252903 437300.0000000074505806))",380606,380606,E0991N4372,250,50,45,65,60,30,40% tot 60%,8% tot 15%,45% tot 67%,145,125,170,0
"Polygon ((99300 437300.0000000074505806, 99400 437300.0000000074505806, 99400 437199.9999999962747097, 99300 437199.9999999962747097, 99300 437300.0000000074505806))",380607,380607,E0993N4372,5,0,0,0,0,0,geheim,geheim,geheim,5,-99997,0,4
"Polygon ((99400 437300.0000000074505806, 99500.0000000037252903 437300.0000000074505806, 99500.0000000037252903 437199.9999999962747097, 99400 437199.9999999962747097, 99400 437300.0000000074505806))",380608,380608,E0994N4372,20,0,0,0,0,20,90% of meer,minder dan 8%,geen nw. allochtoon,20,430,0,8
"Polygon ((99500.0000000037252903 437300.0000000074505806, 99600 437300.0000000074505806, 99600 437199.9999999962747097, 99500.0000000037252903 437199.9999999962747097, 99500.0000000037252903 437300.0000000074505806))",380609,380609,E0995N4372,70,0,0,0,15,50,90% of meer,minder dan 8%,geen nw. allochtoon,40,446,15,1
"Polygon ((99800.0000000037252903 437300.0000000074505806, 99900.0000000037252903 437300.0000000074505806, 99900.0000000037252903 437199.9999999962747097, 99800.0000000037252903 437199.9999999962747097, 99800.0000000037252903 437300.0000000074505806))",380610,380610,E0998N4372,0,0,0,0,0,0,geheim,geheim,geheim,0,-99997,0,0
"Polygon ((99900.0000000037252903 437300.0000000074505806, 100000 437300.0000000074505806, 100000 437199.9999999962747097, 99900.0000000037252903 437199.9999999962747097, 99900.0000000037252903 437300.0000000074505806))",380611,380611,E0999N4372,0,0,0,0,0,0,geheim,geheim,geheim,0,-99997,0,0
"Polygon ((100100 437300.0000000074505806, 100200.0000000037252903 437300.0000000074505806, 100200.0000000037252903 437199.9999999962747097, 100100 437199.9999999962747097, 100100 437300.0000000074505806))",380612,380612,E1001N4372,-99998,0,0,0,0,0,nihil,nihil,nihil,0,-99997,0,-99998
"Polygon ((85600 437199.9999999962747097, 85700.0000000037252903 437199.9999999962747097, 85700.0000000037252903 437100, 85600 437100, 85600 437199.9999999962747097))",380944,380944,E0856N4371,140,20,25,50,30,15,40% tot 60%,25% tot 45%,10% tot 25%,100,100,105,1
"Polygon ((85700.0000000037252903 437199.9999999962747097, 85800 437199.9999999962747097, 85800 437100, 85700.0000000037252903 437100, 85700.0000000037252903 437199.9999999962747097))",380945,380945,E0857N4371,125,45,15,50,15,0,minder dan 40%,minder dan 8%,67% of meer,30,261,80,1
"Polygon ((85800 437199.9999999962747097, 85900 437199.9999999962747097, 85900 437100, 85800 437100, 85800 437199.9999999962747097))",380946,380946,E0858N4371,100,35,5,45,15,0,minder dan 40%,8% tot 15%,45% tot 67%,30,246,65,1
"Polygon ((85900 437199.9999999962747097, 86000.0000000037252903 437199.9999999962747097, 86000.0000000037252903 437100, 85900 437100, 85900 437199.9999999962747097))",380947,380947,E0859N4371,80,15,10,35,20,0,40% tot 60%,minder dan 8%,45% tot 67%,60,138,65,1
"Polygon ((86000.0000000037252903 437199.9999999962747097, 86100.0000000037252903 437199.9999999962747097, 86100.0000000037252903 437100, 86000.0000000037252903 437100, 86000.0000000037252903 437199.9999999962747097))",380948,380948,E0860N4371,110,20,15,30,25,20,minder dan 40%,minder dan 8%,45% tot 67%,60,97,70,1
"Polygon ((86100.0000000037252903 437199.9999999962747097, 86200 437199.9999999962747097, 86200 437100, 86100.0000000037252903 437100, 86100.0000000037252903 437199.9999999962747097))",380949,380949,E0861N4371,65,10,5,25,15,10,minder dan 40%,8% tot 15%,45% tot 67%,35,99,45,1
"Polygon ((86300 437199.9999999962747097, 86400.0000000037252903 437199.9999999962747097, 86400.0000000037252903 437100, 86300 437100, 86300 437199.9999999962747097))",380950,380950,E0863N4371,255,30,20,55,75,75,40% tot 60%,minder dan 8%,25% tot 45%,140,148,150,1
"Polygon ((86400.0000000037252903 437199.9999999962747097, 86500.0000000037252903 437199.9999999962747097, 86500.0000000037252903 437100, 86400.0000000037252903 437100, 86400.0000000037252903 437199.9999999962747097))",380951,380951,E0864N4371,120,0,5,5,20,85,75% tot 90%,8% tot 15%,minder dan 10%,75,106,30,0
"Polygon ((86500.0000000037252903 437199.9999999962747097, 86600 437199.9999999962747097, 86600 437100, 86500.0000000037252903 437100, 86500.0000000037252903 437199.9999999962747097))",380952,380952,E0865N4371,80,15,10,30,20,5,40% tot 60%,15% tot 25%,25% tot 45%,30,185,60,0
"Polygon ((86600 437199.9999999962747097, 86700 437199.9999999962747097, 86700 437100, 86600 437100, 86600 437199.9999999962747097))",380953,380953,E0866N4371,60,5,5,25,15,5,60% tot 75%,15% tot 25%,minder dan 10%,20,249,45,1
"Polygon ((86700 437199.9999999962747097, 86800.0000000037252903 437199.9999999962747097, 86800.0000000037252903 437100, 86700 437100, 86700 437199.9999999962747097))",380954,380954,E0867N4371,35,0,5,5,25,5,60% tot 75%,8% tot 15%,10% tot 25%,20,132,35,7
"Polygon ((86800.0000000037252903 437199.9999999962747097, 86900 437199.9999999962747097, 86900 437100, 86800.0000000037252903 437100, 86800.0000000037252903 437199.9999999962747097))",380955,380955,E0868N4371,120,5,15,50,45,5,60% tot 75%,8% tot 15%,25% tot 45%,75,133,110,1
"Polygon ((86900 437199.9999999962747097, 87000 437199.9999999962747097, 87000 437100, 86900 437100, 86900 437199.9999999962747097))",380956,380956,E0869N4371,105,15,5,30,45,10,75% tot 90%,15% tot 25%,minder dan 10%,50,261,80,1
"Polygon ((87000 437199.9999999962747097, 87100.0000000037252903 437199.9999999962747097, 87100.0000000037252903 437100, 87000 437100, 87000 437199.9999999962747097))",380957,380957,E0870N4371,60,10,5,25,15,5,60% tot 75%,15% tot 25%,minder dan 10%,40,211,45,1
"Polygon ((87100.0000000037252903 437199.9999999962747097, 87200.0000000037252903 437199.9999999962747097, 87200.0000000037252903 437100, 87100.0000000037252903 437100, 87100.0000000037252903 437199.9999999962747097))",380958,380958,E0871N4371,75,25,10,30,10,0,40% tot 60%,8% tot 15%,45% tot 67%,25,259,50,1
"Polygon ((87200.0000000037252903 437199.9999999962747097, 87300 437199.9999999962747097, 87300 437100, 87200.0000000037252903 437100, 87200.0000000037252903 437199.9999999962747097))",380959,380959,E0872N4371,50,0,0,15,20,10,75% tot 90%,minder dan 8%,minder dan 10%,30,239,35,21
"Polygon ((87300 437199.9999999962747097, 87400 437199.9999999962747097, 87400 437100, 87300 437100, 87300 437199.9999999962747097))",380960,380960,E0873N4371,20,0,5,0,10,5,75% tot 90%,8% tot 15%,geen nw. allochtoon,15,183,15,1
"Polygon ((87400 437199.9999999962747097, 87500.0000000037252903 437199.9999999962747097, 87500.0000000037252903 437100, 87400 437100, 87400 437199.9999999962747097))",380961,380961,E0874N4371,145,25,15,50,35,15,40% tot 60%,15% tot 25%,25% tot 45%,70,167,100,0
"Polygon ((87500.0000000037252903 437199.9999999962747097, 87600.0000000074505806 437199.9999999962747097, 87600.0000000074505806 437100, 87500.0000000037252903 437100, 87500.0000000037252903 437199.9999999962747097))",380962,380962,E0875N4371,120,15,15,40,35,15,60% tot 75%,8% tot 15%,25% tot 45%,60,138,90,1
"Polygon ((87600.0000000074505806 437199.9999999962747097, 87700 437199.9999999962747097, 87700 437100, 87600.0000000074505806 437100, 87600.0000000074505806 437199.9999999962747097))",380963,380963,E0876N4371,210,25,25,65,65,25,40% tot 60%,8% tot 15%,25% tot 45%,110,115,155,1
"Polygon ((87700 437199.9999999962747097, 87800.0000000037252903 437199.9999999962747097, 87800.0000000037252903 437100, 87700 437100, 87700 437199.9999999962747097))",380964,380964,E0877N4371,205,25,35,60,60,30,40% tot 60%,8% tot 15%,25% tot 45%,100,125,155,1
"Polygon ((87800.0000000037252903 437199.9999999962747097, 87900.0000000037252903 437199.9999999962747097, 87900.0000000037252903 437100, 87800.0000000037252903 437100, 87800.0000000037252903 437199.9999999962747097))",380965,380965,E0878N4371,230,35,30,85,60,15,40% tot 60%,25% tot 45%,25% tot 45%,105,112,175,0
"Polygon ((87900.0000000037252903 437199.9999999962747097, 88000 437199.9999999962747097, 88000 437100, 87900.0000000037252903 437100, 87900.0000000037252903 437199.9999999962747097))",380966,380966,E0879N4371,165,35,20,65,40,5,minder dan 40%,15% tot 25%,25% tot 45%,85,103,125,1
"Polygon ((88000 437199.9999999962747097, 88100 437199.9999999962747097, 88100 437100, 88000 437100, 88000 437199.9999999962747097))",380967,380967,E0880N4371,235,50,40,85,50,10,minder dan 40%,minder dan 8%,45% tot 67%,115,96,175,1
"Polygon ((88100 437199.9999999962747097, 88200.0000000037252903 437199.9999999962747097, 88200.0000000037252903 437100, 88100 437100, 88100 437199.9999999962747097))",380968,380968,E0881N4371,185,55,25,70,35,5,minder dan 40%,8% tot 15%,67% of meer,65,103,130,0
"Polygon ((88200.0000000037252903 437199.9999999962747097, 88300.0000000037252903 437199.9999999962747097, 88300.0000000037252903 437100, 88200.0000000037252903 437100, 88200.0000000037252903 437199.9999999962747097))",380969,380969,E0882N4371,75,20,10,25,10,5,minder dan 40%,8% tot 15%,45% tot 67%,35,95,45,0
"Polygon ((88300.0000000037252903 437199.9999999962747097, 88400 437199.9999999962747097, 88400 437100, 88300.0000000037252903 437100, 88300.0000000037252903 437199.9999999962747097))",380970,380970,E0883N4371,205,25,20,65,45,50,40% tot 60%,8% tot 15%,45% tot 67%,115,105,130,1
"Polygon ((88400 437199.9999999962747097, 88500 437199.9999999962747097, 88500 437100, 88400 437100, 88400 437199.9999999962747097))",380971,380971,E0884N4371,140,25,15,60,35,5,minder dan 40%,15% tot 25%,45% tot 67%,70,98,110,0
"Polygon ((88500 437199.9999999962747097, 88600.0000000037252903 437199.9999999962747097, 88600.0000000037252903 437100, 88500 437100, 88500 437199.9999999962747097))",380972,380972,E0885N4371,115,30,15,50,20,5,minder dan 40%,8% tot 15%,45% tot 67%,50,98,85,1
"Polygon ((88600.0000000037252903 437199.9999999962747097, 88700 437199.9999999962747097, 88700 437100, 88600.0000000037252903 437100, 88600.0000000037252903 437199.9999999962747097))",380973,380973,E0886N4371,45,5,5,20,10,0,minder dan 40%,25% tot 45%,45% tot 67%,25,105,35,41
"Polygon ((89000.0000000037252903 437199.9999999962747097, 89100 437199.9999999962747097, 89100 437100, 89000.0000000037252903 437100, 89000.0000000037252903 437199.9999999962747097))",380974,380974,E0890N4371,0,0,0,0,0,0,geheim,geheim,geheim,0,-99997,0,0
"Polygon ((89100 437199.9999999962747097, 89200 437199.9999999962747097, 89200 437100, 89100 437100, 89100 437199.9999999962747097))",380975,380975,E0891N4371,60,5,5,15,20,15,minder dan 40%,8% tot 15%,67% of meer,45,85,40,1
"Polygon ((89200 437199.9999999962747097, 89300.0000000037252903 437199.9999999962747097, 89300.0000000037252903 437100, 89200 437100, 89200 437199.9999999962747097))",380976,380976,E0892N4371,40,10,10,10,5,5,minder dan 40%,geen w. allochtoon,67% of meer,15,-99997,25,6
"Polygon ((89400.0000000037252903 437199.9999999962747097, 89500 437199.9999999962747097, 89500 437100, 89400.0000000037252903 437100, 89400.0000000037252903 437199.9999999962747097))",380977,380977,E0894N4371,65,10,15,20,15,5,minder dan 40%,minder dan 8%,67% of meer,30,95,50,1
"Polygon ((89500 437199.9999999962747097, 89600 437199.9999999962747097, 89600 437100, 89500 437100, 89500 437199.9999999962747097))",380978,380978,E0895N4371,375,75,65,95,105,40,minder dan 40%,minder dan 8%,67% of meer,145,92,265,1
"Polygon ((89600 437199.9999999962747097, 89700.0000000037252903 437199.9999999962747097, 89700.0000000037252903 437100, 89600 437100, 89600 437199.9999999962747097))",380979,380979,E0896N4371,210,65,35,60,50,5,minder dan 40%,minder dan 8%,67% of meer,65,99,145,1
"Polygon ((89700.0000000037252903 437199.9999999962747097, 89800 437199.9999999962747097, 89800 437100, 89700.0000000037252903 437100, 89700.0000000037252903 437199.9999999962747097))",380980,380980,E0897N4371,210,55,45,65,35,15,minder dan 40%,8% tot 15%,67% of meer,60,159,145,0
"Polygon ((89800 437199.9999999962747097, 89900 437199.9999999962747097, 89900 437100, 89800 437100, 89800 437199.9999999962747097))",380981,380981,E0898N4371,300,55,45,145,50,5,minder dan 40%,8% tot 15%,45% tot 67%,130,178,240,0
"Polygon ((89900 437199.9999999962747097, 90000.0000000037252903 437199.9999999962747097, 90000.0000000037252903 437100, 89900 437100, 89900 437199.9999999962747097))",380982,380982,E0899N4371,10,0,0,5,0,0,geheim,geheim,geheim,5,-99997,5,5
"Polygon ((90000.0000000037252903 437199.9999999962747097, 90100.0000000037252903 437199.9999999962747097, 90100.0000000037252903 437100, 90000.0000000037252903 437100, 90000.0000000037252903 437199.9999999962747097))",380983,380983,E0900N4371,230,50,35,75,45,20,minder dan 40%,15% tot 25%,45% tot 67%,100,126,155,0
"Polygon ((90100.0000000037252903 437199.9999999962747097, 90200 437199.9999999962747097, 90200 437100, 90100.0000000037252903 437100, 90100.0000000037252903 437199.9999999962747097))",380984,380984,E0901N4371,430,120,75,110,100,25,minder dan 40%,minder dan 8%,67% of meer,140,119,285,1
