wkt_geom,sid,objectid,c28992r100,inw2014,i2014_014,i2014_1524,i2014_2544,i2014_4564,i2014_65pl,p_auto2014,p_wal2014,p_nwal2014,won2012,wozwon2012,i2014_1564,Disable
"Polygon ((91300 433800.0000000074505806, 91400 433800.0000000074505806, 91400 433700.0000000074505806, 91300 433700.0000000074505806, 91300 433800.0000000074505806))",393354,393354,E0913N4337,240,40,40,90,55,15,minder dan 40%,15% tot 25%,25% tot 45%,115,101,185,1
"Polygon ((91400 433800.0000000074505806, 91500.0000000037252903 433800.0000000074505806, 91500.0000000037252903 433700.0000000074505806, 91400 433700.0000000074505806, 91400 433800.0000000074505806))",393355,393355,E0914N4337,200,40,30,60,50,20,40% tot 60%,15% tot 25%,25% tot 45%,95,118,140,1
"Polygon ((91500.0000000037252903 433800.0000000074505806, 91600 433800.0000000074505806, 91600 433700.0000000074505806, 91500.0000000037252903 433700.0000000074505806, 91500.0000000037252903 433800.0000000074505806))",393356,393356,E0915N4337,160,40,25,55,30,15,40% tot 60%,15% tot 25%,10% tot 25%,80,103,110,1
"Polygon ((91600 433800.0000000074505806, 91700 433800.0000000074505806, 91700 433700.0000000074505806, 91600 433700.0000000074505806, 91600 433800.0000000074505806))",393357,393357,E0916N4337,70,10,10,20,20,10,60% tot 75%,8% tot 15%,10% tot 25%,30,158,50,0
"Polygon ((91700 433800.0000000074505806, 91800.0000000037252903 433800.0000000074505806, 91800.0000000037252903 433700.0000000074505806, 91700 433700.0000000074505806, 91700 433800.0000000074505806))",393358,393358,E0917N4337,110,25,15,30,30,15,75% tot 90%,minder dan 8%,10% tot 25%,55,142,75,0
"Polygon ((91800.0000000037252903 433800.0000000074505806, 91900.0000000037252903 433800.0000000074505806, 91900.0000000037252903 433700.0000000074505806, 91800.0000000037252903 433700.0000000074505806, 91800.0000000037252903 433800.0000000074505806))",393359,393359,E0918N4337,150,30,15,50,40,10,60% tot 75%,8% tot 15%,25% tot 45%,75,116,105,0
"Polygon ((91900.0000000037252903 433800.0000000074505806, 92000 433800.0000000074505806, 92000 433700.0000000074505806, 91900.0000000037252903 433700.0000000074505806, 91900.0000000037252903 433800.0000000074505806))",393360,393360,E0919N4337,95,10,5,30,20,25,60% tot 75%,15% tot 25%,10% tot 25%,60,105,55,1
"Polygon ((92000 433800.0000000074505806, 92100 433800.0000000074505806, 92100 433700.0000000074505806, 92000 433700.0000000074505806, 92000 433800.0000000074505806))",393361,393361,E0920N4337,85,5,0,5,5,75,90% of meer,minder dan 8%,minder dan 10%,65,116,10,0
"Polygon ((92100 433800.0000000074505806, 92200.0000000037252903 433800.0000000074505806, 92200.0000000037252903 433700.0000000074505806, 92100 433700.0000000074505806, 92100 433800.0000000074505806))",393362,393362,E0921N4337,130,15,10,35,10,55,40% tot 60%,8% tot 15%,25% tot 45%,40,103,55,0
"Polygon ((92200.0000000037252903 433800.0000000074505806, 92300.0000000037252903 433800.0000000074505806, 92300.0000000037252903 433700.0000000074505806, 92200.0000000037252903 433700.0000000074505806, 92200.0000000037252903 433800.0000000074505806))",393363,393363,E0922N4337,80,10,5,40,20,10,40% tot 60%,25% tot 45%,10% tot 25%,55,86,65,1
"Polygon ((92300.0000000037252903 433800.0000000074505806, 92400 433800.0000000074505806, 92400 433700.0000000074505806, 92300.0000000037252903 433700.0000000074505806, 92300.0000000037252903 433800.0000000074505806))",393364,393364,E0923N4337,140,30,15,60,30,5,minder dan 40%,15% tot 25%,45% tot 67%,60,143,105,0
"Polygon ((92400 433800.0000000074505806, 92500 433800.0000000074505806, 92500 433700.0000000074505806, 92400 433700.0000000074505806, 92400 433800.0000000074505806))",393365,393365,E0924N4337,170,30,20,60,50,10,minder dan 40%,25% tot 45%,25% tot 45%,75,116,130,1
"Polygon ((92500 433800.0000000074505806, 92600.0000000037252903 433800.0000000074505806, 92600.0000000037252903 433700.0000000074505806, 92500 433700.0000000074505806, 92500 433800.0000000074505806))",393366,393366,E0925N4337,260,45,30,70,50,60,minder dan 40%,8% tot 15%,45% tot 67%,125,120,150,1
"Polygon ((92600.0000000037252903 433800.0000000074505806, 92700 433800.0000000074505806, 92700 433700.0000000074505806, 92600.0000000037252903 433700.0000000074505806, 92600.0000000037252903 433800.0000000074505806))",393367,393367,E0926N4337,185,40,30,70,40,10,minder dan 40%,8% tot 15%,45% tot 67%,90,95,140,0
"Polygon ((92700 433800.0000000074505806, 92800 433800.0000000074505806, 92800 433700.0000000074505806, 92700 433700.0000000074505806, 92700 433800.0000000074505806))",393368,393368,E0927N4337,140,25,15,65,25,10,40% tot 60%,15% tot 25%,25% tot 45%,75,76,105,1
"Polygon ((92800 433800.0000000074505806, 92900.0000000037252903 433800.0000000074505806, 92900.0000000037252903 433700.0000000074505806, 92800 433700.0000000074505806, 92800 433800.0000000074505806))",393369,393369,E0928N4337,195,35,25,90,35,15,minder dan 40%,15% tot 25%,25% tot 45%,115,76,150,0
"Polygon ((92900.0000000037252903 433800.0000000074505806, 93000.0000000037252903 433800.0000000074505806, 93000.0000000037252903 433700.0000000074505806, 92900.0000000037252903 433700.0000000074505806, 92900.0000000037252903 433800.0000000074505806))",393370,393370,E0929N4337,260,45,40,125,45,10,minder dan 40%,25% tot 45%,25% tot 45%,140,79,210,1
"Polygon ((93000.0000000037252903 433800.0000000074505806, 93100 433800.0000000074505806, 93100 433700.0000000074505806, 93000.0000000037252903 433700.0000000074505806, 93000.0000000037252903 433800.0000000074505806))",393371,393371,E0930N4337,85,15,10,40,15,10,minder dan 40%,15% tot 25%,25% tot 45%,60,93,65,1
"Polygon ((93100 433800.0000000074505806, 93200 433800.0000000074505806, 93200 433700.0000000074505806, 93100 433700.0000000074505806, 93100 433800.0000000074505806))",393372,393372,E0931N4337,95,10,10,35,20,20,minder dan 40%,8% tot 15%,45% tot 67%,55,140,65,0
"Polygon ((93200 433800.0000000074505806, 93300.0000000037252903 433800.0000000074505806, 93300.0000000037252903 433700.0000000074505806, 93200 433700.0000000074505806, 93200 433800.0000000074505806))",393373,393373,E0932N4337,145,20,5,70,25,20,40% tot 60%,minder dan 8%,45% tot 67%,90,125,100,0
"Polygon ((93300.0000000037252903 433800.0000000074505806, 93400.0000000037252903 433800.0000000074505806, 93400.0000000037252903 433700.0000000074505806, 93300.0000000037252903 433700.0000000074505806, 93300.0000000037252903 433800.0000000074505806))",393374,393374,E0933N4337,75,10,5,30,20,5,minder dan 40%,8% tot 15%,45% tot 67%,35,139,55,0
"Polygon ((93500 433800.0000000074505806, 93600 433800.0000000074505806, 93600 433700.0000000074505806, 93500 433700.0000000074505806, 93500 433800.0000000074505806))",393375,393375,E0935N4337,190,0,0,0,10,180,75% tot 90%,minder dan 8%,minder dan 10%,-99998,-99998,10,0
"Polygon ((93600 433800.0000000074505806, 93700.0000000037252903 433800.0000000074505806, 93700.0000000037252903 433700.0000000074505806, 93600 433700.0000000074505806, 93600 433800.0000000074505806))",393376,393376,E0936N4337,5,0,0,0,5,0,geheim,geheim,geheim,5,-99997,5,0
"Polygon ((93700.0000000037252903 433800.0000000074505806, 93800 433800.0000000074505806, 93800 433700.0000000074505806, 93700.0000000037252903 433700.0000000074505806, 93700.0000000037252903 433800.0000000074505806))",393377,393377,E0937N4337,160,25,25,80,25,5,minder dan 40%,25% tot 45%,45% tot 67%,80,111,130,1
"Polygon ((93800 433800.0000000074505806, 93900 433800.0000000074505806, 93900 433700.0000000074505806, 93800 433700.0000000074505806, 93800 433800.0000000074505806))",393378,393378,E0938N4337,55,5,5,20,20,5,minder dan 40%,minder dan 8%,67% of meer,25,135,45,1
"Polygon ((93900 433800.0000000074505806, 94000.0000000037252903 433800.0000000074505806, 94000.0000000037252903 433700.0000000074505806, 93900 433700.0000000074505806, 93900 433800.0000000074505806))",393379,393379,E0939N4337,50,10,5,10,15,10,40% tot 60%,minder dan 8%,45% tot 67%,25,120,30,42
"Polygon ((94000.0000000037252903 433800.0000000074505806, 94100.0000000037252903 433800.0000000074505806, 94100.0000000037252903 433700.0000000074505806, 94000.0000000037252903 433700.0000000074505806, 94000.0000000037252903 433800.0000000074505806))",393380,393380,E0940N4337,90,20,15,20,30,10,40% tot 60%,minder dan 8%,45% tot 67%,45,138,65,0
"Polygon ((94100.0000000037252903 433800.0000000074505806, 94200 433800.0000000074505806, 94200 433700.0000000074505806, 94100.0000000037252903 433700.0000000074505806, 94100.0000000037252903 433800.0000000074505806))",393381,393381,E0941N4337,85,20,15,20,20,10,40% tot 60%,minder dan 8%,45% tot 67%,35,142,55,0
"Polygon ((94200 433800.0000000074505806, 94300 433800.0000000074505806, 94300 433700.0000000074505806, 94200 433700.0000000074505806, 94200 433800.0000000074505806))",393382,393382,E0942N4337,125,25,15,20,45,20,40% tot 60%,minder dan 8%,25% tot 45%,55,141,80,1
"Polygon ((94300 433800.0000000074505806, 94400.0000000037252903 433800.0000000074505806, 94400.0000000037252903 433700.0000000074505806, 94300 433700.0000000074505806, 94300 433800.0000000074505806))",393383,393383,E0943N4337,60,10,15,10,20,5,40% tot 60%,minder dan 8%,45% tot 67%,35,132,45,0
"Polygon ((94400.0000000037252903 433800.0000000074505806, 94500.0000000074505806 433800.0000000074505806, 94500.0000000074505806 433700.0000000074505806, 94400.0000000037252903 433700.0000000074505806, 94400.0000000037252903 433800.0000000074505806))",393384,393384,E0944N4337,70,10,5,15,25,10,minder dan 40%,15% tot 25%,45% tot 67%,35,120,45,0
"Polygon ((94500.0000000074505806 433800.0000000074505806, 94600 433800.0000000074505806, 94600 433700.0000000074505806, 94500.0000000074505806 433700.0000000074505806, 94500.0000000074505806 433800.0000000074505806))",393385,393385,E0945N4337,110,20,15,25,30,15,40% tot 60%,8% tot 15%,45% tot 67%,55,132,70,1
"Polygon ((94600 433800.0000000074505806, 94700.0000000037252903 433800.0000000074505806, 94700.0000000037252903 433700.0000000074505806, 94600 433700.0000000074505806, 94600 433800.0000000074505806))",393386,393386,E0946N4337,135,25,15,35,40,20,40% tot 60%,8% tot 15%,25% tot 45%,65,139,90,0
"Polygon ((94700.0000000037252903 433800.0000000074505806, 94800.0000000037252903 433800.0000000074505806, 94800.0000000037252903 433700.0000000074505806, 94700.0000000037252903 433700.0000000074505806, 94700.0000000037252903 433800.0000000074505806))",393387,393387,E0947N4337,60,15,10,10,20,10,60% tot 75%,minder dan 8%,25% tot 45%,20,159,40,0
"Polygon ((94800.0000000037252903 433800.0000000074505806, 94900 433800.0000000074505806, 94900 433700.0000000074505806, 94800.0000000037252903 433700.0000000074505806, 94800.0000000037252903 433800.0000000074505806))",393388,393388,E0948N4337,80,15,15,25,15,5,minder dan 40%,15% tot 25%,45% tot 67%,25,220,55,0
"Polygon ((94900 433800.0000000074505806, 95000 433800.0000000074505806, 95000 433700.0000000074505806, 94900 433700.0000000074505806, 94900 433800.0000000074505806))",393389,393389,E0949N4337,125,25,15,35,30,20,40% tot 60%,minder dan 8%,25% tot 45%,55,160,80,1
"Polygon ((95000 433800.0000000074505806, 95100.0000000037252903 433800.0000000074505806, 95100.0000000037252903 433700.0000000074505806, 95000 433700.0000000074505806, 95000 433800.0000000074505806))",393390,393390,E0950N4337,150,15,20,20,50,40,75% tot 90%,minder dan 8%,10% tot 25%,70,156,90,0
"Polygon ((95100.0000000037252903 433800.0000000074505806, 95200.0000000037252903 433800.0000000074505806, 95200.0000000037252903 433700.0000000074505806, 95100.0000000037252903 433700.0000000074505806, 95100.0000000037252903 433800.0000000074505806))",393391,393391,E0951N4337,150,10,10,15,45,70,75% tot 90%,8% tot 15%,10% tot 25%,90,133,70,1
"Polygon ((95200.0000000037252903 433800.0000000074505806, 95300 433800.0000000074505806, 95300 433700.0000000074505806, 95200.0000000037252903 433700.0000000074505806, 95200.0000000037252903 433800.0000000074505806))",393392,393392,E0952N4337,110,15,10,15,45,20,60% tot 75%,minder dan 8%,25% tot 45%,60,151,70,0
"Polygon ((95300 433800.0000000074505806, 95400 433800.0000000074505806, 95400 433700.0000000074505806, 95300 433700.0000000074505806, 95300 433800.0000000074505806))",393393,393393,E0953N4337,40,0,0,5,20,10,60% tot 75%,minder dan 8%,10% tot 25%,25,136,25,30
"Polygon ((96200.0000000037252903 433800.0000000074505806, 96300.0000000037252903 433800.0000000074505806, 96300.0000000037252903 433700.0000000074505806, 96200.0000000037252903 433700.0000000074505806, 96200.0000000037252903 433800.0000000074505806))",393394,393394,E0962N4337,15,5,0,0,5,0,60% tot 75%,15% tot 25%,minder dan 10%,5,222,5,15
"Polygon ((96300.0000000037252903 433800.0000000074505806, 96400 433800.0000000074505806, 96400 433700.0000000074505806, 96300.0000000037252903 433700.0000000074505806, 96300.0000000037252903 433800.0000000074505806))",393395,393395,E0963N4337,5,0,0,0,0,0,geheim,geheim,geheim,0,-99997,0,3
"Polygon ((96400 433800.0000000074505806, 96500 433800.0000000074505806, 96500 433700.0000000074505806, 96400 433700.0000000074505806, 96400 433800.0000000074505806))",393396,393396,E0964N4337,5,0,0,0,0,0,geheim,geheim,geheim,5,-99997,0,0
"Polygon ((97000.0000000037252903 433800.0000000074505806, 97100 433800.0000000074505806, 97100 433700.0000000074505806, 97000.0000000037252903 433700.0000000074505806, 97000.0000000037252903 433800.0000000074505806))",393397,393397,E0970N4337,85,0,5,5,50,20,75% tot 90%,8% tot 15%,minder dan 10%,45,202,60,1
"Polygon ((97100 433800.0000000074505806, 97200 433800.0000000074505806, 97200 433700.0000000074505806, 97100 433700.0000000074505806, 97100 433800.0000000074505806))",393398,393398,E0971N4337,65,10,5,10,30,5,60% tot 75%,15% tot 25%,10% tot 25%,20,196,45,0
"Polygon ((97200 433800.0000000074505806, 97300.0000000037252903 433800.0000000074505806, 97300.0000000037252903 433700.0000000074505806, 97200 433700.0000000074505806, 97200 433800.0000000074505806))",393399,393399,E0972N4337,30,0,0,0,15,15,90% of meer,minder dan 8%,geen nw. allochtoon,20,199,15,5
"Polygon ((97500 433800.0000000074505806, 97600 433800.0000000074505806, 97600 433700.0000000074505806, 97500 433700.0000000074505806, 97500 433800.0000000074505806))",393400,393400,E0975N4337,0,0,0,0,0,0,geheim,geheim,geheim,-99998,-99998,0,0
"Polygon ((97600 433800.0000000074505806, 97700.0000000037252903 433800.0000000074505806, 97700.0000000037252903 433700.0000000074505806, 97600 433700.0000000074505806, 97600 433800.0000000074505806))",393401,393401,E0976N4337,-99998,0,0,0,0,0,nihil,nihil,nihil,-99998,-99998,0,-99998
"Polygon ((97700.0000000037252903 433800.0000000074505806, 97800 433800.0000000074505806, 97800 433700.0000000074505806, 97700.0000000037252903 433700.0000000074505806, 97700.0000000037252903 433800.0000000074505806))",393402,393402,E0977N4337,30,10,5,0,10,0,minder dan 40%,minder dan 8%,67% of meer,10,171,15,2
"Polygon ((97800 433800.0000000074505806, 97900 433800.0000000074505806, 97900 433700.0000000074505806, 97800 433700.0000000074505806, 97800 433800.0000000074505806))",393403,393403,E0978N4337,40,5,10,10,15,5,minder dan 40%,minder dan 8%,67% of meer,15,170,35,25
"Polygon ((97900 433800.0000000074505806, 98000.0000000037252903 433800.0000000074505806, 98000.0000000037252903 433700.0000000074505806, 97900 433700.0000000074505806, 97900 433800.0000000074505806))",393404,393404,E0979N4337,80,10,20,15,20,15,minder dan 40%,8% tot 15%,45% tot 67%,30,170,55,1
"Polygon ((98000.0000000037252903 433800.0000000074505806, 98100.0000000037252903 433800.0000000074505806, 98100.0000000037252903 433700.0000000074505806, 98000.0000000037252903 433700.0000000074505806, 98000.0000000037252903 433800.0000000074505806))",393405,393405,E0980N4337,15,5,0,10,0,0,40% tot 60%,15% tot 25%,25% tot 45%,-99998,-99998,10,1
"Polygon ((98100.0000000037252903 433800.0000000074505806, 98200 433800.0000000074505806, 98200 433700.0000000074505806, 98100.0000000037252903 433700.0000000074505806, 98100.0000000037252903 433800.0000000074505806))",393406,393406,E0981N4337,-99998,0,0,0,0,0,nihil,nihil,nihil,-99998,-99998,0,-99998
"Polygon ((98300 433800.0000000074505806, 98400.0000000037252903 433800.0000000074505806, 98400.0000000037252903 433700.0000000074505806, 98300 433700.0000000074505806, 98300 433800.0000000074505806))",393407,393407,E0983N4337,50,5,5,10,25,0,75% tot 90%,8% tot 15%,10% tot 25%,20,179,40,12
"Polygon ((98400.0000000037252903 433800.0000000074505806, 98500.0000000074505806 433800.0000000074505806, 98500.0000000074505806 433700.0000000074505806, 98400.0000000037252903 433700.0000000074505806, 98400.0000000037252903 433800.0000000074505806))",393408,393408,E0984N4337,145,30,25,25,60,5,60% tot 75%,minder dan 8%,10% tot 25%,50,154,110,0
"Polygon ((98500.0000000074505806 433800.0000000074505806, 98600 433800.0000000074505806, 98600 433700.0000000074505806, 98500.0000000074505806 433700.0000000074505806, 98500.0000000074505806 433800.0000000074505806))",393409,393409,E0985N4337,140,30,20,35,50,10,40% tot 60%,8% tot 15%,45% tot 67%,65,122,105,0
"Polygon ((98600 433800.0000000074505806, 98700.0000000037252903 433800.0000000074505806, 98700.0000000037252903 433700.0000000074505806, 98600 433700.0000000074505806, 98600 433800.0000000074505806))",393410,393410,E0986N4337,130,35,20,35,35,10,minder dan 40%,8% tot 15%,45% tot 67%,50,123,90,1
"Polygon ((98700.0000000037252903 433800.0000000074505806, 98800.0000000037252903 433800.0000000074505806, 98800.0000000037252903 433700.0000000074505806, 98700.0000000037252903 433700.0000000074505806, 98700.0000000037252903 433800.0000000074505806))",393411,393411,E0987N4337,140,35,15,45,30,15,minder dan 40%,8% tot 15%,45% tot 67%,50,143,90,0
"Polygon ((98800.0000000037252903 433800.0000000074505806, 98900 433800.0000000074505806, 98900 433700.0000000074505806, 98800.0000000037252903 433700.0000000074505806, 98800.0000000037252903 433800.0000000074505806))",393412,393412,E0988N4337,145,20,30,40,50,5,40% tot 60%,minder dan 8%,45% tot 67%,45,183,120,0
"Polygon ((98900 433800.0000000074505806, 99000 433800.0000000074505806, 99000 433700.0000000074505806, 98900 433700.0000000074505806, 98900 433800.0000000074505806))",393413,393413,E0989N4337,25,5,0,5,15,0,60% tot 75%,15% tot 25%,minder dan 10%,10,205,20,13
"Polygon ((99000 433800.0000000074505806, 99100.0000000037252903 433800.0000000074505806, 99100.0000000037252903 433700.0000000074505806, 99000 433700.0000000074505806, 99000 433800.0000000074505806))",393414,393414,E0990N4337,0,0,0,0,0,0,geheim,geheim,geheim,0,-99997,0,0
"Polygon ((99100.0000000037252903 433800.0000000074505806, 99200.0000000037252903 433800.0000000074505806, 99200.0000000037252903 433700.0000000074505806, 99100.0000000037252903 433700.0000000074505806, 99100.0000000037252903 433800.0000000074505806))",393415,393415,E0991N4337,40,5,5,0,20,10,75% tot 90%,minder dan 8%,minder dan 10%,20,284,25,30
"Polygon ((99200.0000000037252903 433800.0000000074505806, 99300 433800.0000000074505806, 99300 433700.0000000074505806, 99200.0000000037252903 433700.0000000074505806, 99200.0000000037252903 433800.0000000074505806))",393416,393416,E0992N4337,75,10,10,15,20,20,60% tot 75%,8% tot 15%,25% tot 45%,30,227,45,1
"Polygon ((99300 433800.0000000074505806, 99400 433800.0000000074505806, 99400 433700.0000000074505806, 99300 433700.0000000074505806, 99300 433800.0000000074505806))",393417,393417,E0993N4337,100,15,15,20,30,20,75% tot 90%,8% tot 15%,minder dan 10%,35,197,65,1
"Polygon ((99400 433800.0000000074505806, 99500.0000000037252903 433800.0000000074505806, 99500.0000000037252903 433700.0000000074505806, 99400 433700.0000000074505806, 99400 433800.0000000074505806))",393418,393418,E0994N4337,115,30,20,25,20,25,40% tot 60%,minder dan 8%,25% tot 45%,40,186,65,0
"Polygon ((99500.0000000037252903 433800.0000000074505806, 99600 433800.0000000074505806, 99600 433700.0000000074505806, 99500.0000000037252903 433700.0000000074505806, 99500.0000000037252903 433800.0000000074505806))",393419,393419,E0995N4337,15,0,0,0,5,10,75% tot 90%,geen w. allochtoon,10% tot 25%,10,172,5,2
"Polygon ((99600 433800.0000000074505806, 99700 433800.0000000074505806, 99700 433700.0000000074505806, 99600 433700.0000000074505806, 99600 433800.0000000074505806))",393420,393420,E0996N4337,155,10,5,20,40,80,75% tot 90%,8% tot 15%,10% tot 25%,80,145,65,1
"Polygon ((99700 433800.0000000074505806, 99800.0000000037252903 433800.0000000074505806, 99800.0000000037252903 433700.0000000074505806, 99700 433700.0000000074505806, 99700 433800.0000000074505806))",393421,393421,E0997N4337,40,0,0,0,15,25,90% of meer,minder dan 8%,geen nw. allochtoon,20,-99997,15,37
"Polygon ((85700.0000000037252903 433700.0000000074505806, 85800 433700.0000000074505806, 85800 433600.0000000111758709, 85700.0000000037252903 433600.0000000111758709, 85700.0000000037252903 433700.0000000074505806))",393736,393736,E0857N4336,5,0,0,0,0,5,geheim,geheim,geheim,0,-99997,0,5
"Polygon ((85800 433700.0000000074505806, 85900 433700.0000000074505806, 85900 433600.0000000111758709, 85800 433600.0000000111758709, 85800 433700.0000000074505806))",393737,393737,E0858N4336,20,0,5,5,5,5,geheim,geheim,geheim,10,135,15,8
"Polygon ((85900 433700.0000000074505806, 86000.0000000037252903 433700.0000000074505806, 86000.0000000037252903 433600.0000000111758709, 85900 433600.0000000111758709, 85900 433700.0000000074505806))",393738,393738,E0859N4336,80,20,10,30,15,10,60% tot 75%,8% tot 15%,10% tot 25%,45,125,55,0
"Polygon ((86000.0000000037252903 433700.0000000074505806, 86100.0000000037252903 433700.0000000074505806, 86100.0000000037252903 433600.0000000111758709, 86000.0000000037252903 433600.0000000111758709, 86000.0000000037252903 433700.0000000074505806))",393739,393739,E0860N4336,65,15,5,20,15,10,60% tot 75%,25% tot 45%,minder dan 10%,30,134,40,0
"Polygon ((86100.0000000037252903 433700.0000000074505806, 86200 433700.0000000074505806, 86200 433600.0000000111758709, 86100.0000000037252903 433600.0000000111758709, 86100.0000000037252903 433700.0000000074505806))",393740,393740,E0861N4336,110,20,20,25,30,15,60% tot 75%,minder dan 8%,25% tot 45%,40,135,75,0
"Polygon ((86200 433700.0000000074505806, 86300 433700.0000000074505806, 86300 433600.0000000111758709, 86200 433600.0000000111758709, 86200 433700.0000000074505806))",393741,393741,E0862N4336,70,10,10,20,20,15,90% of meer,minder dan 8%,geen nw. allochtoon,30,235,50,0
"Polygon ((86300 433700.0000000074505806, 86400.0000000037252903 433700.0000000074505806, 86400.0000000037252903 433600.0000000111758709, 86300 433600.0000000111758709, 86300 433700.0000000074505806))",393742,393742,E0863N4336,100,20,15,30,30,10,60% tot 75%,minder dan 8%,10% tot 25%,40,145,75,1
"Polygon ((86400.0000000037252903 433700.0000000074505806, 86500.0000000037252903 433700.0000000074505806, 86500.0000000037252903 433600.0000000111758709, 86400.0000000037252903 433600.0000000111758709, 86400.0000000037252903 433700.0000000074505806))",393743,393743,E0864N4336,80,20,15,20,15,5,40% tot 60%,8% tot 15%,25% tot 45%,25,141,50,1
"Polygon ((86500.0000000037252903 433700.0000000074505806, 86600 433700.0000000074505806, 86600 433600.0000000111758709, 86500.0000000037252903 433600.0000000111758709, 86500.0000000037252903 433700.0000000074505806))",393744,393744,E0865N4336,40,15,5,10,10,5,60% tot 75%,minder dan 8%,25% tot 45%,15,177,25,21
"Polygon ((86600 433700.0000000074505806, 86700 433700.0000000074505806, 86700 433600.0000000111758709, 86600 433600.0000000111758709, 86600 433700.0000000074505806))",393745,393745,E0866N4336,20,5,5,5,5,5,75% tot 90%,geen w. allochtoon,10% tot 25%,10,195,15,7
"Polygon ((86700 433700.0000000074505806, 86800.0000000037252903 433700.0000000074505806, 86800.0000000037252903 433600.0000000111758709, 86700 433600.0000000111758709, 86700 433700.0000000074505806))",393746,393746,E0867N4336,5,0,0,0,5,0,geheim,geheim,geheim,-99998,-99998,5,4
"Polygon ((89600 433700.0000000074505806, 89700.0000000037252903 433700.0000000074505806, 89700.0000000037252903 433600.0000000111758709, 89600 433600.0000000111758709, 89600 433700.0000000074505806))",393747,393747,E0896N4336,-99998,0,0,0,0,0,nihil,nihil,nihil,0,-99999,0,-99998
"Polygon ((91200.0000000037252903 433700.0000000074505806, 91300 433700.0000000074505806, 91300 433600.0000000111758709, 91200.0000000037252903 433600.0000000111758709, 91200.0000000037252903 433700.0000000074505806))",393748,393748,E0912N4336,135,30,10,60,30,5,minder dan 40%,25% tot 45%,25% tot 45%,80,91,100,0
"Polygon ((91300 433700.0000000074505806, 91400 433700.0000000074505806, 91400 433600.0000000111758709, 91300 433600.0000000111758709, 91300 433700.0000000074505806))",393749,393749,E0913N4336,145,30,20,60,30,5,40% tot 60%,minder dan 8%,45% tot 67%,80,94,110,1
"Polygon ((91400 433700.0000000074505806, 91500.0000000037252903 433700.0000000074505806, 91500.0000000037252903 433600.0000000111758709, 91400 433600.0000000111758709, 91400 433700.0000000074505806))",393750,393750,E0914N4336,95,15,10,30,35,5,40% tot 60%,15% tot 25%,25% tot 45%,45,123,75,1
"Polygon ((91500.0000000037252903 433700.0000000074505806, 91600 433700.0000000074505806, 91600 433600.0000000111758709, 91500.0000000037252903 433600.0000000111758709, 91500.0000000037252903 433700.0000000074505806))",393751,393751,E0915N4336,75,5,15,25,20,5,40% tot 60%,8% tot 15%,25% tot 45%,40,108,60,1
"Polygon ((91600 433700.0000000074505806, 91700 433700.0000000074505806, 91700 433600.0000000111758709, 91600 433600.0000000111758709, 91600 433700.0000000074505806))",393752,393752,E0916N4336,95,20,15,30,15,15,60% tot 75%,8% tot 15%,25% tot 45%,50,134,60,1
"Polygon ((91700 433700.0000000074505806, 91800.0000000037252903 433700.0000000074505806, 91800.0000000037252903 433600.0000000111758709, 91700 433600.0000000111758709, 91700 433700.0000000074505806))",393753,393753,E0917N4336,140,35,15,50,25,10,40% tot 60%,8% tot 15%,25% tot 45%,70,109,90,0
"Polygon ((91800.0000000037252903 433700.0000000074505806, 91900.0000000037252903 433700.0000000074505806, 91900.0000000037252903 433600.0000000111758709, 91800.0000000037252903 433600.0000000111758709, 91800.0000000037252903 433700.0000000074505806))",393754,393754,E0918N4336,175,40,20,70,35,15,minder dan 40%,8% tot 15%,45% tot 67%,80,123,125,0
"Polygon ((91900.0000000037252903 433700.0000000074505806, 92000 433700.0000000074505806, 92000 433600.0000000111758709, 91900.0000000037252903 433600.0000000111758709, 91900.0000000037252903 433700.0000000074505806))",393755,393755,E0919N4336,185,40,15,80,40,10,40% tot 60%,8% tot 15%,25% tot 45%,85,104,135,0
"Polygon ((92000 433700.0000000074505806, 92100 433700.0000000074505806, 92100 433600.0000000111758709, 92000 433600.0000000111758709, 92000 433700.0000000074505806))",393756,393756,E0920N4336,180,30,35,80,25,5,40% tot 60%,15% tot 25%,25% tot 45%,110,83,140,1
"Polygon ((92100 433700.0000000074505806, 92200.0000000037252903 433700.0000000074505806, 92200.0000000037252903 433600.0000000111758709, 92100 433600.0000000111758709, 92100 433700.0000000074505806))",393757,393757,E0921N4336,225,30,35,105,35,15,40% tot 60%,8% tot 15%,25% tot 45%,145,84,175,0
"Polygon ((92200.0000000037252903 433700.0000000074505806, 92300.0000000037252903 433700.0000000074505806, 92300.0000000037252903 433600.0000000111758709, 92200.0000000037252903 433600.0000000111758709, 92200.0000000037252903 433700.0000000074505806))",393758,393758,E0922N4336,65,15,5,30,10,5,75% tot 90%,15% tot 25%,minder dan 10%,35,88,45,0
"Polygon ((92300.0000000037252903 433700.0000000074505806, 92400 433700.0000000074505806, 92400 433600.0000000111758709, 92300.0000000037252903 433600.0000000111758709, 92300.0000000037252903 433700.0000000074505806))",393759,393759,E0923N4336,275,55,40,130,45,10,minder dan 40%,15% tot 25%,25% tot 45%,135,91,215,0
"Polygon ((92400 433700.0000000074505806, 92500 433700.0000000074505806, 92500 433600.0000000111758709, 92400 433600.0000000111758709, 92400 433700.0000000074505806))",393760,393760,E0924N4336,210,50,25,80,40,20,minder dan 40%,8% tot 15%,45% tot 67%,95,98,145,0
